date,macro_regime,active_trigger,SPY_return,CASH_return,final_state,CURRENT_FINAL_return,CURRENT_FINAL_NAV,CURRENT_FINAL_drawdown,SPY_CASH_TRIGGER_LOCK_return,SPY_CASH_TRIGGER_LOCK_NAV,SPY_CASH_TRIGGER_LOCK_drawdown,REGIME_NORMAL_CASH_STRESS_return,REGIME_NORMAL_CASH_STRESS_NAV,REGIME_NORMAL_CASH_STRESS_drawdown,FINAL_WITH_CREDIT_STRESS_CASH_return,FINAL_WITH_CREDIT_STRESS_CASH_NAV,FINAL_WITH_CREDIT_STRESS_CASH_drawdown,weights_CURRENT_FINAL,weights_CASH_STRESS_variant
2025-01-02,FLAT_HIGH_RATE,,-0.0024570437313847,0.000164036720381,NORMAL,0.012478652373795,27.753824816322844,-0.0202607141356023,-0.0024570437313847,7.933025103630693,-0.03488302561198009,0.012478652373795024,16.062259358147077,-0.020260714135601265,0.012478652373795024,22.630712993684686,-0.02026071413560082,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-01-30,FLAT_HIGH_RATE,,0.0053670784071064,0.000162894096898,NORMAL,0.0083729551160583,28.5717442300664,-0.0004681554030255,0.0053670784071064,8.337119856036153,-0.007724657058210127,0.008372955116058397,16.535622357465495,-0.000468155403025472,0.008372955116058397,23.297651681483373,-0.000468155403025583,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-01-31,FLAT_HIGH_RATE,,-0.0053220520526021,0.0001632750077988,NORMAL,-0.0005523058845132,28.55596388759733,-0.0010202027225548,-0.0053220520526021,8.292749270193546,-0.013005598083859926,-0.0005523058845132483,16.526489635933377,-0.0010202027225548749,-0.0005523058845132483,23.28478425136435,-0.0010202027225548749,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-03,FLAT_HIGH_RATE,,-0.0067295468323204,0.000164036720381,NORMAL,0.0065690672747478,28.74354993547022,0.0,-0.0067295468323204,8.236942825611088,-0.019647623134792735,0.006569067274747861,16.635053258167247,0.0,0.006569067274747861,23.43774356558955,0.0,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-04,FLAT_HIGH_RATE,,0.0067083275411541,0.000164036720381,NORMAL,0.0068385105373362,28.940113004584383,0.0,0.0067083275411541,8.292198936023047,-0.013071098285031946,0.006838510537336273,16.748812245162373,0.0,0.006838510537336273,23.59802282193422,0.0,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-05,FLAT_HIGH_RATE,,0.0040546034334429,0.000164036720381,NORMAL,-0.0005413488398668,28.92444630798374,-0.0005413488398667,0.0040546034334429,8.325820514299838,-0.009069492971574222,-0.0005413488398668355,16.739745295084308,-0.0005413488398667843,-0.0005413488398668355,23.585248059656415,-0.0005413488398667843,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-06,FLAT_HIGH_RATE,,0.0034757165104117,0.000164036720381,NORMAL,-0.0026964926225986,28.846451751901512,-0.0032363817193125,0.0034757165104117,8.354758706124116,-0.005625299447624799,-0.002696492622598682,16.694606695391933,-0.003236381719312509,-0.002696492622598682,23.521650612261393,-0.003236381719312398,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-07,FLAT_HIGH_RATE,,-0.0091536845132468,0.0001647982873829,NORMAL,0.0019054854127329,28.901418244923864,-0.0013370631847358,-0.0091536845132468,8.278281880743954,-0.01472749174443544,0.0019054854127329547,16.726418024921315,-0.0013370631847356984,0.0019054854127329547,23.566470774386456,-0.0013370631847358094,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-10,FLAT_HIGH_RATE,,0.0067911928257629,0.000164417522076,NORMAL,0.0146832960861661,29.32578632632421,0.0,0.0067911928257629,8.334501289262105,-0.00803631615494882,0.014683296086166153,16.972016973242223,0.0,0.014683296086166153,23.912504242472757,0.0,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-11,FLAT_HIGH_RATE,,0.0007606343957031,0.000164417522076,NORMAL,0.0014147912304015,29.36727619164332,0.0,0.0007606343957031,8.340840797613751,-0.007281794457727808,0.0014147912304015475,16.99602883401819,0.0,0.0014147912304015475,23.946335443771943,0.0,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
2025-02-12,FLAT_HIGH_RATE,,-0.0032215951729572,0.000164417522076,NORMAL,-0.0046038594727099,29.23207337896073,-0.0046038594727099,-0.0032215951729572,8.313969985161755,-0.01047993063680941,-0.004603859472709918,16.917781505672245,-0.004603859472709915,-0.004603859472709918,23.836089880502445,-0.004603859472709915,GOLD:54%; CMDTY_FUT:46%,GOLD:54%; CMDTY_FUT:46%
