strategy_id,credit_change_window,credit_abs_threshold,credit_level_z_window,unlock_z_threshold,CAGR,Sharpe,Sortino,MaxDD,Calmar,Final_Equity,annualized_vol,turnover,transaction_cost_drag,time_in_credit_lock,number_credit_entries,number_credit_unlocks,avg_credit_lock_duration,false_recovery_count,missed_rebound_count,relock_within_21d_count,relock_within_63d_count,avg_weight_SPY,avg_weight_GOLD,avg_weight_IEF,avg_weight_CASH,avg_weight_CMDTY_FUT,rank_sharpe,rank_calmar,rank_maxdd,rank_final_equity,rank_false_recovery,rank_missed_rebound,composite_score,rank_composite,materially_better
CW30_ABS05_ZW504_UZ1P0,30,0.05,504,1.0,0.18708762618228447,1.4235240487256977,1.9231380095514117,-0.1690512254088542,1.1066919256563141,31.6012909910501,0.13142568708253333,15.501267138448988,0.007750633569224495,870,13,13,66.92307692307692,8,7,6,6,0.7330335355999283,0.5077298425335497,0.7430962343096235,0.1,0.42353939543656655,61.0,45.0,33.0,67.0,56.0,45.0,0.6643292682926829,61.0,False
CW30_ABS05_ZW504_UZ1P5,30,0.05,504,1.5,0.19356692226691496,1.474294118148436,1.9915270987573603,-0.1690512254088533,1.1450193383619078,35.2617373681885,0.13129464459236628,15.454041055078887,0.007727020527539444,675,14,14,48.214285714285715,10,7,6,7,0.7299621284801595,0.4971469689676826,0.7405951115834218,0.1,0.4237808492623391,21.0,28.0,6.0,41.0,64.0,45.0,0.37896341463414634,24.0,False
CW30_ABS10_ZW126_UZ0P5,30,0.1,126,0.5,0.1842199681252914,1.3946099786887816,1.8779385632949406,-0.17330237518624414,1.0629973647349862,30.099212946114815,0.1320942564160453,15.247401131024219,0.007623700565512109,518,11,11,47.09090909090909,7,9,3,3,0.7265865722520245,0.5012871037936465,0.7447488584474887,0.1,0.4228575854853324,75.0,58.0,51.0,76.0,45.0,65.0,0.7966463414634146,77.0,False
CW30_ABS10_ZW126_UZ1P0,30,0.1,126,1.0,0.19202439754214407,1.4489748031667857,1.9561176985238231,-0.1733023751862448,1.10803096227492,34.35542511451631,0.13252431796775757,15.274234785524364,0.007637117392762181,481,11,11,43.72727272727273,6,8,3,3,0.7250632302712585,0.49856452125881556,0.7444959443800695,0.09999999999999999,0.42404879399121237,44.0,43.0,57.0,48.0,31.0,59.0,0.5954268292682927,48.0,False
CW30_ABS10_ZW126_UZ1P5,30,0.1,126,1.5,0.19839564436834145,1.4936868988860912,2.0147390871822517,-0.17330237518624436,1.1447947216830114,38.248043946576615,0.1328227786668638,15.921526528051439,0.007960763264025719,410,11,11,37.27272727272727,5,6,3,3,0.7208762943002847,0.48593453124308905,0.7423031727379554,0.1,0.42759961016374237,13.0,29.0,53.0,15.0,24.0,28.0,0.33902439024390246,20.0,False
CW30_ABS10_ZW252_UZ0P5,30,0.1,252,0.5,0.17898715365786577,1.3577875135783626,1.8280383799244544,-0.1733023751862447,1.0328026575833813,27.531476927902023,0.13182265403675464,15.157388745187598,0.007578694372593799,850,11,11,77.27272727272727,6,9,4,4,0.7332246389682799,0.507533920414872,0.7435870698644422,0.1,0.42248974902315994,82.0,61.0,55.0,82.0,31.0,65.0,0.8262195121951219,79.0,False
CW30_ABS10_ZW252_UZ1P0,30,0.1,252,1.0,0.18472579764219255,1.4016086026414916,1.8880628709075005,-0.17330237518624503,1.0659161332536324,30.35914067940249,0.1317955649630401,15.110162661817496,0.007555081330908748,744,11,11,67.63636363636364,7,9,3,4,0.7308244211016567,0.4997222415875625,0.7407643312101911,0.09999999999999999,0.42288992117104707,73.0,57.0,58.0,73.0,45.0,65.0,0.8033536585365854,78.0,False
CW30_ABS10_ZW252_UZ1P5,30,0.1,252,1.5,0.19078693965979454,1.438127810171211,1.943422454288915,-0.17330237518624414,1.1008905068655876,33.64440363536616,0.13266341024104186,15.386279545991592,0.007693139772995796,478,11,11,43.45454545454545,6,7,3,3,0.7253326473036147,0.4980563565732143,0.7427906976744185,0.1,0.4244222370208422,53.0,49.0,51.0,50.0,31.0,45.0,0.6042682926829268,50.0,False
CW30_ABS10_ZW504_UZ0P5,30,0.1,504,0.5,0.18951389672952113,1.4398540895942333,1.952984001577213,-0.1733023751862447,1.0935447164290404,32.92754152984713,0.13162020936644228,15.984174702341868,0.007992087351170934,864,11,11,78.54545454545455,6,7,3,3,0.729122113111474,0.4954011320107594,0.7381877022653722,0.10000000000000002,0.42478410838584296,52.0,50.0,55.0,56.0,31.0,45.0,0.6274390243902439,55.0,False
CW30_ABS10_ZW504_UZ1P0,30,0.1,504,1.0,0.18900863048033756,1.4311370639510543,1.9267208990317002,-0.17330237518624458,1.0906291981123384,32.64706534199886,0.13206885297102594,16.011051734444152,0.008005525867222077,719,11,11,65.36363636363636,5,7,3,3,0.7277918562832766,0.4912802755959841,0.7381877022653722,0.10000000000000002,0.4256206172126766,59.0,52.0,54.0,59.0,24.0,45.0,0.6365853658536587,56.0,False
CW30_ABS10_ZW504_UZ1P5,30,0.1,504,1.5,0.19270012539257353,1.459610814772494,1.9642123165375671,-0.17330237518624503,1.1119300885835066,34.74969083848514,0.13202157961717298,15.757454404344571,0.007878727202172286,570,11,11,51.81818181818182,6,7,3,3,0.7259567916343748,0.48539669348804837,0.7381877022653722,0.10000000000000002,0.4267568579872409,35.0,38.0,58.0,47.0,31.0,45.0,0.552439024390244,43.0,False
CW30_ABS15_ZW126_UZ0P5,30,0.15,126,0.5,0.187534037932499,1.4065253249465135,1.8956891870390224,-0.16905122540885442,1.1093326148860705,31.841434513602128,0.13333143357346264,15.642502791704276,0.007821251395852137,406,7,7,58.0,5,6,1,1,0.72234701403505,0.4881523365074553,0.737514934289128,0.1,0.4275521454996559,72.0,42.0,45.0,65.0,24.0,28.0,0.6539634146341465,58.0,False
CW30_ABS15_ZW126_UZ1P0,30,0.15,126,1.0,0.19423287759524666,1.4517512230463407,1.962332332804694,-0.16905122540885364,1.1489587083766515,35.66000217777715,0.13379212258397155,15.66933644620442,0.00783466822310221,375,7,7,53.57142857142857,4,5,1,1,0.7210103865829367,0.48580865502551585,0.7379227053140096,0.1,0.4282263681429031,41.0,26.0,14.0,38.0,12.0,11.0,0.34969512195121955,21.0,False
CW30_ABS15_ZW126_UZ1P5,30,0.15,126,1.5,0.20006190856862593,1.4929286948915885,2.015089029045854,-0.16905122540885476,1.183439564456105,39.333195021295786,0.1340063388514036,16.204583428264268,0.008102291714132133,309,7,7,44.142857142857146,3,4,1,1,0.716961030279715,0.4728080903508136,0.7365408038976858,0.1,0.4311572950090415,14.0,9.0,49.0,10.0,1.0,1.0,0.24420731707317075,12.0,False
CW30_ABS15_ZW252_UZ0P5,30,0.15,252,0.5,0.1840481091312649,1.3835698572964281,1.8628854548449436,-0.17724455018307905,1.0383851517079556,30.011383114000534,0.13302408126388723,15.301339608461404,0.0076506698042307026,711,7,7,101.57142857142857,4,6,2,2,0.7269512865093991,0.4897897373361285,0.7373101952277656,0.10000000000000002,0.4285326898202703,79.0,60.0,60.0,77.0,12.0,28.0,0.735670731707317,71.0,False
CW30_ABS15_ZW252_UZ1P0,30,0.15,252,1.0,0.18890472337419384,1.4203469705272191,1.9154454998339245,-0.16905122540885387,1.1174407219901772,32.58966807142268,0.13299899763511602,15.526851617706837,0.007763425808853419,631,7,7,90.14285714285714,5,6,1,2,0.7260543698355922,0.4861142428332977,0.734619625137817,0.1,0.4277266225688003,64.0,37.0,25.0,61.0,24.0,28.0,0.5570121951219513,44.0,False
CW30_ABS15_ZW252_UZ1P5,30,0.15,252,1.5,0.19277425927959624,1.4407642160170924,1.9476657207807138,-0.16905122540885376,1.1403304460725905,34.7932064068152,0.13380000498104352,15.66933644620442,0.00783466822310221,380,7,7,54.285714285714285,4,5,1,1,0.7212693952608976,0.48541162798486304,0.7376950780312125,0.1,0.42813874705042543,51.0,31.0,21.0,45.0,12.0,11.0,0.42012195121951224,29.0,False
CW30_ABS15_ZW504_UZ0P5,30,0.15,504,0.5,0.19501130726522042,1.4696196901469905,1.992974299869265,-0.16905122540885364,1.1535634053736188,36.13094942290616,0.13269508334208255,16.042957837250732,0.008021478918625365,716,7,7,102.28571428571429,3,5,1,1,0.7218538988342879,0.4730518502599026,0.7333333333333333,0.1,0.4304781880557801,29.0,23.0,14.0,33.0,1.0,11.0,0.2725609756097561,13.0,False
CW30_ABS15_ZW504_UZ1P0,30,0.15,504,1.0,0.1942100652764016,1.458712336261593,1.963380026865367,-0.16905122540885398,1.14882376514397,35.64628918244342,0.13313801525400526,16.042957837250732,0.008021478918625365,584,7,7,83.42857142857143,3,5,1,1,0.7214315265968403,0.4715033040599947,0.7333333333333333,0.1,0.4306986071426421,36.0,27.0,29.0,39.0,1.0,11.0,0.35243902439024394,22.0,False
CW30_ABS15_ZW504_UZ1P5,30,0.15,504,1.5,0.19647253611325644,1.4762085084213474,1.9871269473787296,-0.16905122540885298,1.1622071099341906,37.030994138343786,0.1330926728794996,16.062098599766685,0.008031049299883342,459,7,7,65.57142857142857,4,5,1,1,0.7210025881346089,0.46994562958775044,0.7333333333333333,0.1,0.4309331916670705,20.0,17.0,3.0,24.0,12.0,11.0,0.19756097560975608,9.0,False
