date,GS10,final_regime_confirmed,hmm_state_name
2018-08-06,2.94,FLAT_MID_RATE,MID
2018-08-07,2.98,FLAT_MID_RATE,MID
2018-08-08,2.96,FLAT_MID_RATE,MID
2018-08-09,2.93,FLAT_MID_RATE,MID
2018-08-10,2.87,FLAT_MID_RATE,MID
2018-08-13,2.88,FLAT_MID_RATE,MID
2018-08-14,2.89,FLAT_MID_RATE,MID
2018-08-15,2.86,FLAT_MID_RATE,MID
2018-08-16,2.87,FLAT_MID_RATE,MID
2018-08-17,2.87,FLAT_MID_RATE,MID
2018-08-20,2.82,FLAT_MID_RATE,MID
2018-08-21,2.85,FLAT_MID_RATE,MID
2018-08-22,2.82,FLAT_MID_RATE,MID
2018-08-23,2.82,FLAT_MID_RATE,MID
2018-08-24,2.82,FLAT_MID_RATE,MID
2018-08-27,2.85,FLAT_MID_RATE,MID
2018-08-28,2.88,FLAT_MID_RATE,MID
2018-08-29,2.89,FLAT_MID_RATE,MID
2018-08-30,2.86,FLAT_MID_RATE,MID
2018-08-31,2.86,FLAT_MID_RATE,MID
2018-09-04,2.9,FLAT_MID_RATE,MID
2018-09-05,2.9,FLAT_MID_RATE,MID
2018-09-06,2.88,FLAT_MID_RATE,MID
2018-09-07,2.94,FLAT_MID_RATE,MID
2018-09-10,2.94,FLAT_MID_RATE,MID
