date,turnover,event_reason,previous_refined_regime,current_refined_regime,previous_allocation_state,current_allocation_state,previous_weights_string,current_weights_string,VIX_ZSCORE_120D,D_CREDIT_SPREAD_20D,CMDTY_RET60,GS10,term_spread,monthly_either_state,SPY_return_1d,SPY_return_5d,SPY_return_20d,likely_reason
2018-02-26,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_STRESS,FLAT_LOW_RATE_NORMAL,CASH:100.00%,SPY:65.55%; CMDTY_FUT:34.45%,0.701834505502537,0.0,0.057972720068477646,2.86,0.8300000000000001,HOLD,0.0116120339707717,0.01761233598728912,-0.027994125948235277,FULL_RISK_EXIT_TRIGGER_UNLOCK
2018-03-20,1.0,FULL_RISK_ENTRY_CREDIT,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_NORMAL,FLAT_LOW_RATE_STRESS,SPY:48.33%; CMDTY_FUT:51.67%,CASH:100.00%,0.9268962133848261,0.1499999999999999,0.04779801785910931,2.89,0.81,HOLD,0.0017008571250012,-0.01696603184739358,0.00315486442338832,FULL_RISK_ENTRY_CREDIT
2018-05-17,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_LOW_RATE,FLAT_HIGH_RATE,FLAT_LOW_RATE_STRESS,FLAT_HIGH_RATE_STRESS,CASH:100.00%,IEF:100.00%,-0.41538031697836564,0.04999999999999938,0.10227275614593756,3.11,0.79,HOLD,-0.0008448351207853,1.068017555818355e-06,0.011991547795458914,FLAT_LOW_HIGH_SWITCH
2018-05-29,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_HIGH_RATE,FLAT_LOW_RATE,FLAT_HIGH_RATE_STRESS,FLAT_LOW_RATE_STRESS,IEF:100.00%,CASH:100.00%,0.21371518612443047,0.0900000000000003,0.07917991094315169,2.77,0.6000000000000001,HOLD,-0.0115010446237613,-0.015961345287170282,0.01726031201275832,FLAT_LOW_HIGH_SWITCH
2018-09-20,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_LOW_RATE,FLAT_HIGH_RATE,FLAT_LOW_RATE_STRESS,FLAT_HIGH_RATE_STRESS,CASH:100.00%,IEF:100.00%,-0.986548465021897,0.03999999999999915,-0.0045425606421618525,3.07,0.48999999999999977,HOLD,0.0081034988764749,0.009473038297081023,0.025734325717461298,FLAT_LOW_HIGH_SWITCH
2018-12-06,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_HIGH_RATE,FLAT_LOW_RATE,FLAT_HIGH_RATE_STRESS,FLAT_LOW_RATE_STRESS,IEF:100.00%,CASH:100.00%,1.4606200806557836,0.1200000000000001,-0.125468013439877,2.87,0.16999999999999993,HOLD,-0.0015172938700998,-0.01676805070258758,-0.017455749672126677,FLAT_LOW_HIGH_SWITCH
2019-03-08,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_STRESS,FLAT_LOW_RATE_NORMAL,CASH:100.00%,SPY:50.46%; CMDTY_FUT:49.54%,-0.5964007301630607,-0.14000000000000012,0.032099989972050436,2.62,0.0900000000000003,HOLD,-0.0019994315972303,-0.021419585071717175,0.016129710035605423,FULL_RISK_EXIT_TRIGGER_UNLOCK
2019-08-06,1.0,FULL_RISK_ENTRY_VIX,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_NORMAL,FLAT_LOW_RATE_STRESS,SPY:62.62%; CMDTY_FUT:37.38%,CASH:100.00%,2.548777050894932,-0.20000000000000018,-0.08561916289577909,1.73,-0.07000000000000006,HOLD,0.0140229405829044,-0.043227820705721676,-0.03126706426058298,FULL_RISK_ENTRY_VIX
2020-02-25,1.0,FULL_RISK_ENTRY_VIX,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_NORMAL,FLAT_LOW_RATE_STRESS,SPY:59.37%; CMDTY_FUT:40.63%,CASH:100.00%,5.356882013987236,-0.04999999999999982,-0.09402424298388645,1.33,0.030000000000000027,HOLD,-0.0303023241265623,-0.07309292906375349,-0.03249999990874118,FULL_RISK_ENTRY_VIX
2020-04-07,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_STRESS,FLAT_LOW_RATE_NORMAL,CASH:100.00%,SPY:45.26%; CMDTY_FUT:54.74%,1.1949313147171703,0.9700000000000002,-0.3675034905099682,0.75,0.55,SELL,0.0010192359396767,0.03180200274827078,-0.047991445422727694,FULL_RISK_EXIT_TRIGGER_UNLOCK
2020-10-29,1.0,FULL_RISK_ENTRY_VIX,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_NORMAL,FLAT_LOW_RATE_STRESS,SPY:48.10%; CMDTY_FUT:51.90%,CASH:100.00%,2.4968736943718413,-0.040000000000000036,-0.023335701922645002,0.85,0.73,HOLD,0.0101634531512742,-0.04254767720097752,-0.0194931562532318,FULL_RISK_ENTRY_VIX
2020-11-05,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_STRESS,FLAT_LOW_RATE_NORMAL,CASH:100.00%,SPY:49.38%; CMDTY_FUT:50.62%,-0.06619120022184158,-0.06000000000000005,0.016315962759035685,0.79,0.67,HOLD,0.0195028285641811,0.06029175016347589,0.020506626240836705,FULL_RISK_EXIT_TRIGGER_UNLOCK
2022-02-15,1.0,FULL_RISK_ENTRY_CREDIT,FLAT_LOW_RATE,FLAT_LOW_RATE,FLAT_LOW_RATE_NORMAL,FLAT_LOW_RATE_STRESS,SPY:57.82%; CMDTY_FUT:42.18%,CASH:100.00%,1.2897590484449664,0.08000000000000007,0.12203104971346157,2.05,0.9399999999999997,HOLD,0.0161268144904571,-0.010190682620873817,-0.02114871102875378,FULL_RISK_ENTRY_CREDIT
2022-06-10,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_LOW_RATE,FLAT_HIGH_RATE,FLAT_LOW_RATE_STRESS,FLAT_HIGH_RATE_STRESS,CASH:100.00%,IEF:100.00%,0.4746402920477712,0.0,0.20213237089269542,3.15,0.5699999999999998,SELL,-0.0289953571951906,-0.05101360642020661,-0.003218323273877277,FLAT_LOW_HIGH_SWITCH
2022-07-05,1.0,FLAT_LOW_HIGH_SWITCH,FLAT_HIGH_RATE,FLAT_LOW_RATE,FLAT_HIGH_RATE_STRESS,FLAT_LOW_RATE_STRESS,IEF:100.00%,CASH:100.00%,0.17676945046560402,0.1200000000000001,-0.05707489569335855,2.82,0.04999999999999982,SELL,0.0018883346419744,-0.01690629305324021,-0.06444826659553478,FLAT_LOW_HIGH_SWITCH
2025-03-11,1.0,FULL_RISK_ENTRY_VIX,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_STRESS,GOLD:49.03%; CMDTY_FUT:50.97%,IEF:100.00%,2.975902107827042,0.02999999999999936,0.0066794094562561135,4.28,0.25,HOLD,-0.0083130688932053,-0.036347055933195906,-0.08300520850496655,FULL_RISK_ENTRY_VIX
2025-03-25,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_NORMAL,IEF:100.00%,GOLD:49.03%; CMDTY_FUT:50.97%,-0.23372440259508565,0.05999999999999961,0.03522882624682233,4.31,0.21999999999999975,HOLD,0.0024038818271738,0.028641448728559088,-0.027379205633006658,FULL_RISK_EXIT_TRIGGER_UNLOCK
2025-04-04,1.0,FULL_RISK_ENTRY_VIX,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_STRESS,GOLD:46.48%; CMDTY_FUT:53.52%,IEF:100.00%,6.354528305571115,0.07000000000000028,-0.05735117851105098,4.01,0.1499999999999999,HOLD,-0.0585429589677871,-0.0919581948157766,-0.12346279504824806,FULL_RISK_ENTRY_VIX
2025-04-25,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_NORMAL,IEF:100.00%,GOLD:46.48%; CMDTY_FUT:53.52%,0.6873398634461257,0.09000000000000075,-0.04762322839176181,4.29,0.33999999999999986,HOLD,0.0072253777163768,0.045984813905618795,-0.018413175780543745,FULL_RISK_EXIT_TRIGGER_UNLOCK
2025-11-19,1.0,FULL_RISK_ENTRY_VIX,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_STRESS,GOLD:37.72%; CMDTY_FUT:62.28%,IEF:100.00%,3.09510687393981,0.009999999999999787,0.023822687249154928,4.13,0.44999999999999973,HOLD,0.0038632001428369,-0.03060857479707181,-0.007096186037989967,FULL_RISK_ENTRY_VIX
2025-11-26,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_NORMAL,IEF:100.00%,GOLD:37.72%; CMDTY_FUT:62.28%,-0.041365257526592,0.009999999999999787,-0.003717112951891033,4.0,0.3900000000000001,HOLD,0.0069034834506269,0.025746959471696387,-0.010385786881059466,FULL_RISK_EXIT_TRIGGER_UNLOCK
2026-03-09,1.0,FULL_RISK_ENTRY_VIX,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_NORMAL,FLAT_HIGH_RATE_STRESS,GOLD:35.22%; CMDTY_FUT:64.78%,IEF:100.00%,2.656719194454333,0.03000000000000025,0.2977548720654266,4.12,0.56,HOLD,0.008760025013039,-0.011681687033902217,-0.017519160955142374,FULL_RISK_ENTRY_VIX
2026-04-07,1.0,FULL_RISK_EXIT_TRIGGER_UNLOCK,FLAT_HIGH_RATE,FLAT_HIGH_RATE,FLAT_HIGH_RATE_STRESS,FLAT_HIGH_RATE_NORMAL,IEF:100.00%,GOLD:42.86%; CMDTY_FUT:57.14%,1.5591642589252754,0.0699999999999994,0.396656976074528,4.33,0.6499999999999999,HOLD,0.0004400741058487,0.04266973536438258,-0.02452211522782307,FULL_RISK_EXIT_TRIGGER_UNLOCK
2019-08-07,0.9000000000000001,OTHER,FLAT_LOW_RATE,INVERTED,FLAT_LOW_RATE_STRESS,INVERTED_STRESS,CASH:100.00%,SPY:48.50%; GOLD:41.50%; CASH:10.00%,2.1698191649922336,-0.17000000000000037,-0.10113268465726921,1.71,-0.040000000000000036,HOLD,0.0005905050628107,-0.03169717252844887,-0.035454850540593184,OTHER
2022-07-14,0.9,OTHER,FLAT_LOW_RATE,INVERTED,FLAT_LOW_RATE_STRESS,INVERTED_STRESS,CASH:100.00%,SPY:33.08%; GOLD:56.92%; CASH:10.00%,-0.16476082881037007,0.1999999999999993,-0.1500702025084636,2.96,-0.20000000000000018,SELL,-0.0024286888403053,-0.028775289726863506,0.017126079516522223,OTHER
2019-03-28,0.6911113935875307,OTHER,FLAT_LOW_RATE,INVERTED,FLAT_LOW_RATE_NORMAL,INVERTED_NORMAL,SPY:50.46%; CMDTY_FUT:49.54%,SPY:30.89%; GOLD:69.11%,-1.0666872856030223,-0.040000000000000036,0.15283146196806552,2.39,-0.009999999999999787,HOLD,0.0037904312311327,-0.013982985017755672,0.012192273887897224,OTHER
2019-04-02,0.6688425419340728,OTHER,INVERTED,FLAT_LOW_RATE,INVERTED_NORMAL,FLAT_LOW_RATE_NORMAL,SPY:33.12%; GOLD:66.88%,SPY:50.27%; CMDTY_FUT:49.73%,-1.2957200130018436,-0.010000000000000675,0.14326277974808344,2.48,0.06999999999999984,HOLD,0.0004900863298626,0.017215913202477826,0.029600390205263023,OTHER
2009-11-20,0.6388198032229194,OTHER,STEEP_HIGH_RATE,STEEP_LOW_RATE,STEEP_HIGH_RATE_NORMAL,STEEP_LOW_RATE_NORMAL,SPY:36.12%; GOLD:43.95%; CMDTY_FUT:19.93%,SPY:100.00%,-1.3253215034067376,-0.009999999999999787,0.09038274545906066,3.36,3.09,HOLD,-0.0035509842079218,-0.0015378370609101613,0.014056608936823712,OTHER
2019-05-28,0.61926345848257,OTHER,FLAT_LOW_RATE,INVERTED,FLAT_LOW_RATE_NORMAL,INVERTED_NORMAL,SPY:48.93%; CMDTY_FUT:51.07%,SPY:38.07%; GOLD:61.93%,0.06458122898747523,0.010000000000000231,0.025653177655509563,2.26,-0.050000000000000266,HOLD,-0.0093005386139652,-0.013306454625850676,-0.046935286315078484,OTHER
2009-12-11,0.6182548188356469,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_NORMAL,STEEP_HIGH_RATE_NORMAL,SPY:100.00%,SPY:38.17%; GOLD:41.54%; CMDTY_FUT:20.29%,-1.3655611032034027,-0.019999999999999574,0.014593960643427772,3.55,3.1999999999999997,HOLD,0.0042474799900709,0.0009948051381180366,0.019553345093846212,OTHER
2010-06-18,0.6000000000000001,OTHER,STEEP_HIGH_RATE,STEEP_LOW_RATE,STEEP_HIGH_RATE_STRESS,STEEP_LOW_RATE_STRESS,IEF:90.00%; CASH:10.00%,SPY:60.00%; IEF:40.00%,0.17192291362581424,0.25,-0.006040263119704292,3.24,2.9400000000000004,HOLD,0.0010838525529486,0.023522094530055826,0.04575699655598781,OTHER
2010-07-01,0.6000000000000001,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_STRESS,STEEP_HIGH_RATE_STRESS,SPY:60.00%; IEF:40.00%,IEF:90.00%; CASH:10.00%,1.367511142675077,0.10000000000000053,-0.10756982649174596,2.96,2.64,HOLD,-0.0044565854262264,-0.04379433067624937,-0.06746008392221259,OTHER
2010-07-12,0.6000000000000001,OTHER,STEEP_HIGH_RATE,STEEP_LOW_RATE,STEEP_HIGH_RATE_STRESS,STEEP_LOW_RATE_STRESS,IEF:90.00%; CASH:10.00%,SPY:60.00%; IEF:40.00%,0.05927331199978638,-0.05000000000000071,-0.09399822607667152,3.08,2.7800000000000002,HOLD,0.0006486632425786,0.05606166111927082,-0.008713563459406382,OTHER
2015-10-06,0.6000000000000001,OTHER,STEEP_HIGH_RATE,STEEP_LOW_RATE,STEEP_HIGH_RATE_STRESS,STEEP_LOW_RATE_STRESS,IEF:90.00%; CASH:10.00%,SPY:60.00%; IEF:40.00%,0.42682592981315925,0.1200000000000001,-0.09433962403435514,2.05,1.7899999999999998,SELL,-0.0034261751399169,0.050573933924631234,0.008256359615941521,OTHER
2015-10-30,0.6000000000000001,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_STRESS,STEEP_HIGH_RATE_STRESS,SPY:60.00%; IEF:40.00%,IEF:90.00%; CASH:10.00%,-0.39649491018454314,-0.010000000000000231,-0.011689596953101677,2.16,1.82,SELL,-0.004309312903998,0.002101016927782527,0.06489678392301922,OTHER
2007-06-08,0.5872141714216432,OTHER,INVERTED,FLAT_HIGH_RATE,INVERTED_NORMAL,FLAT_HIGH_RATE_NORMAL,SPY:58.72%; GOLD:41.28%,GOLD:53.96%; CMDTY_FUT:46.04%,1.0502543227803418,0.0600000000000005,0.08010990087917325,5.12,0.16000000000000014,HOLD,0.0130112487500158,-0.019612398801745895,0.01023285039523751,OTHER
2021-12-28,0.5806121571006743,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_NORMAL,STEEP_HIGH_RATE_NORMAL,SPY:100.00%,SPY:41.94%; GOLD:35.94%; CMDTY_FUT:22.12%,-0.43126644083220694,-0.020000000000000018,0.009971575613498818,1.49,1.1,HOLD,-0.0008173359268283,0.047314639799598386,0.03099472660889712,OTHER
2015-07-22,0.5745913381772183,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_NORMAL,STEEP_HIGH_RATE_NORMAL,SPY:100.00%,SPY:42.54%; GOLD:36.76%; CMDTY_FUT:20.70%,-1.2764943299358855,0.08999999999999986,-0.08859449817288112,2.33,1.99,HOLD,-0.0017947772748558,0.003644013602292429,-0.002517795626754072,OTHER
2011-02-08,0.5602150220974726,OTHER,STEEP_LOW_RATE,STEEP_HIGH_RATE,STEEP_LOW_RATE_NORMAL,STEEP_HIGH_RATE_NORMAL,SPY:100.00%,SPY:43.98%; GOLD:29.65%; CMDTY_FUT:26.37%,-1.416167580190798,-0.13999999999999968,0.08073703887275152,3.75,3.44,HOLD,0.0045467951164197,0.013938341741041825,0.0435826028959601,OTHER
2011-02-11,0.5602150220974726,OTHER,STEEP_HIGH_RATE,STEEP_LOW_RATE,STEEP_HIGH_RATE_NORMAL,STEEP_LOW_RATE_NORMAL,SPY:43.98%; GOLD:29.65%; CMDTY_FUT:26.37%,SPY:100.00%,-1.417515323649151,-0.10999999999999943,0.1347788042726794,3.64,3.3400000000000003,HOLD,0.0059706530247285,0.014884503274270426,0.03673314645124811,OTHER
