oil_nonrisk_rate_cross_state,asset,n_obs,annualized_return,annualized_volatility,annualized_excess_return_vs_cash,Sharpe,max_drawdown,cumulative_return
STEEP_HIGH_RATE__OIL_HIGH,CASH,209,0.0008793197222396465,2.9076352676469928e-05,0.0,0.0,0.0,0.0007292223786536933
STEEP_HIGH_RATE__OIL_LOW,SPY,31,0.40444837361874897,0.2500113584962685,0.40201783770242683,1.6079982930392624,-0.046246796787841826,0.042666816896681725
STEEP_HIGH_RATE__OIL_LOW,GOLD,31,0.5726153702804826,0.18374658438662106,0.5698952851270778,3.1015285918347275,-0.05458698736937695,0.05727433619000699
STEEP_HIGH_RATE__OIL_LOW,IEF,31,-0.22345733053446115,0.11001966529024236,-0.22480405195010333,-2.0433079064278994,-0.05883416157520005,-0.030632195430430387
STEEP_HIGH_RATE__OIL_LOW,DBC,31,1.7430898646193609,0.26540121867028565,1.73835497139124,6.54991329768851,-0.03679215764177113,0.132166969976244
STEEP_HIGH_RATE__OIL_LOW,DBB,31,0.3758111462826186,0.42304512123035476,0.37342884754882566,0.8827163553210858,-0.07997552912158945,0.04002776762635252
STEEP_HIGH_RATE__OIL_LOW,DBA,31,0.0705877682834326,0.2715682419022495,0.06873319832823666,0.2530973351183569,-0.08798066739364185,0.008425943874575292
STEEP_HIGH_RATE__OIL_LOW,CASH,31,0.0017354669471099093,1.177130112432404e-05,0.0,0.0,0.0,0.00021332769435700172
STEEP_HIGH_RATE__OIL_MID,SPY,146,0.5039691608976198,0.15179123381021162,0.5017603378326356,3.3055949624864316,-0.05113267536817445,0.26673580811959563
STEEP_HIGH_RATE__OIL_MID,GOLD,146,0.28272093537241405,0.14043921935265904,0.28083537888220644,1.999693391751178,-0.0777825895370371,0.1551756099553283
STEEP_HIGH_RATE__OIL_MID,IEF,146,0.06278790778919685,0.08531091690876984,0.061224754708257834,0.7176661197268649,-0.03638954172528919,0.035910509484173625
STEEP_HIGH_RATE__OIL_MID,DBC,146,0.20191840849932774,0.2042072146906617,0.20015112334298202,0.9801373749021358,-0.11367517618152079,0.1124404654180291
STEEP_HIGH_RATE__OIL_MID,DBB,146,0.6093784095973238,0.29612758613514917,0.6070152755517899,2.0498437294347687,-0.08439082474540138,0.3174390359950543
