date,MCL=F,USO,SPY,GLD,IEF,TLT,DBC,SHY,BIL,CL=F
2020-07-30,,28.93000030517578,299.10791015625,183.75999450683594,105.692626953125,142.683837890625,11.198676109313965,75.28514099121094,77.33820343017578,39.91999816894531
2020-07-31,,29.06999969482422,301.4715881347656,185.42999267578125,105.71845245361328,142.59214782714844,11.259584426879883,75.29383087158203,77.3466796875,40.27000045776367
2020-08-03,,29.34000015258789,303.56744384765625,185.63999938964844,105.66679382324219,141.8741455078125,11.372703552246094,75.29381561279297,77.33820343017578,41.0099983215332
2020-08-04,,29.780000686645508,304.7400207519531,189.58999633789062,106.02863311767578,143.22654724121094,11.433613777160645,75.30250549316406,77.3466796875,41.70000076293945
2020-08-05,,30.229999542236328,306.6326599121094,191.35000610351562,105.67538452148438,141.974365234375,11.529328346252441,75.2851333618164,77.33820343017578,42.189998626708984
2020-08-06,,30.18000030517578,308.682373046875,193.88999938964844,105.79600524902344,142.76751708984375,11.616342544555664,75.2851333618164,77.33820343017578,41.95000076293945
2020-08-07,,29.850000381469727,308.90399169921875,190.80999755859375,105.57199096679688,141.81581115722656,11.459715843200684,75.27640533447266,77.3466796875,41.220001220703125
2020-08-10,,30.15999984741211,309.8273010253906,190.14999389648438,105.4599609375,141.18136596679688,11.520626068115234,75.25902557373047,77.3466796875,41.939998626708984
2020-08-11,,29.81999969482422,307.2698669433594,179.94000244140625,105.0981216430664,139.50340270996094,11.337897300720215,75.24160766601562,77.33820343017578,41.61000061035156
2020-08-12,,30.559999465942383,311.5538330078125,179.10000610351562,104.78792572021484,138.23452758789062,11.459715843200684,75.22425842285156,77.33820343017578,42.66999816894531
2020-08-13,,30.399999618530273,310.99072265625,183.3300018310547,104.5725326538086,136.75680541992188,11.520626068115234,75.21556091308594,77.3466796875,42.2400016784668
2020-08-14,,30.329999923706055,310.9999084472656,182.5399932861328,104.62419128417969,136.22262573242188,11.520626068115234,75.22425842285156,77.33820343017578,42.0099983215332
2020-08-17,,30.770000457763672,311.9878234863281,186.5,104.79652404785156,136.56484985351562,11.712057113647461,75.23294830322266,77.33820343017578,42.88999938964844
2020-08-18,,30.600000381469727,312.6617126464844,188.17999267578125,104.97744750976562,137.54153442382812,11.73816204071045,75.24160766601562,77.3466796875,42.88999938964844
